"","phenotype","mean","sd","Test.Model","True.Model","MAF","Power","ES","R2","ES_AB","ES_BB","N_total_at_Alpha_5e-08"
"324","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.24,0.8,0.65,0.0131749695341659,0.65,1.3,2985.93032866156
"325","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.25,0.8,0.65,0.0135433486165356,0.65,1.3,2904.17202767495
"326","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.26,0.8,0.65,0.0138972814603811,0.65,1.3,2829.70262173036
"327","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.27,0.8,0.65,0.0142367680657023,0.65,1.3,2761.75180653541
"328","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.28,0.8,0.65,0.0145618084324991,0.65,1.3,2699.66144096458
"329","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.29,0.8,0.65,0.0148724025607717,0.65,1.3,2642.86635270729
"330","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.3,0.8,0.65,0.0151685504505199,0.65,1.3,2590.87899473066
"331","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.31,0.8,0.65,0.0154502521017439,0.65,1.3,2543.27708418661
"332","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.32,0.8,0.65,0.0157175075144435,0.65,1.3,2499.69357262478
"333","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.33,0.8,0.65,0.0159703166886188,0.65,1.3,2459.80845436977
"334","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.34,0.8,0.65,0.0162086796242699,0.65,1.3,2423.34203611732
"335","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.35,0.8,0.65,0.0164325963213966,0.65,1.3,2390.04937713877
"336","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.36,0.8,0.65,0.016642066779999,0.65,1.3,2359.71567426848
"337","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.37,0.8,0.65,0.0168370910000771,0.65,1.3,2332.15241489092
"338","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.38,0.8,0.65,0.0170176689816309,0.65,1.3,2307.19415861227
"339","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.39,0.8,0.65,0.0171838007246604,0.65,1.3,2284.69583715079
"340","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.4,0.8,0.65,0.0173354862291656,0.65,1.3,2264.53048438693
"341","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.41,0.8,0.65,0.0174727254951465,0.65,1.3,2246.58732604098
"342","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.42,0.8,0.65,0.0175955185226031,0.65,1.3,2230.77017227047
"343","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.43,0.8,0.65,0.0177038653115354,0.65,1.3,2216.99606747936
"344","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.44,0.8,0.65,0.0177977658619434,0.65,1.3,2205.19416043904
"345","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.45,0.8,0.65,0.017877220173827,0.65,1.3,2195.30476495341
"346","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.46,0.8,0.65,0.0179422282471864,0.65,1.3,2187.27858713238
"347","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.47,0.8,0.65,0.0179927900820215,0.65,1.3,2181.07610015988
"348","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.48,0.8,0.65,0.0180289056783322,0.65,1.3,2176.66705148273
"349","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.49,0.8,0.65,0.0180505750361187,0.65,1.3,2174.03009080226
"350","smri_vol_scs_ccmidps_ROC0_2",2.97949600066669,3.42031387094618,"Additive","Additive",0.5,0.8,0.65,0.0180577981553809,0.65,1.3,2173.15251024838
"351","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.01,0.8,0.65,0.00176487512162375,0.65,1.3,22418.6020195067
"352","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.02,0.8,0.65,0.00349409620038641,0.65,1.3,11313.8738015069
"353","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.03,0.8,0.65,0.00518766323628799,0.65,1.3,7613.86765404631
"354","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.04,0.8,0.65,0.00684557622932848,0.65,1.3,5765.07898803061
"355","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.05,0.8,0.65,0.00846783517950788,0.65,1.3,4656.80812843595
"356","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.06,0.8,0.65,0.0100544400868262,0.65,1.3,3918.82294096594
"357","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.07,0.8,0.65,0.0116053909512834,0.65,1.3,3392.45349606675
"358","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.08,0.8,0.65,0.0131206877728796,0.65,1.3,2998.36573778597
"359","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.09,0.8,0.65,0.0146003305516146,0.65,1.3,2692.48604280801
"360","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.1,0.8,0.65,0.0160443192874886,0.65,1.3,2448.371046731
"361","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.11,0.8,0.65,0.0174526539805015,0.65,1.3,2249.19393134607
"362","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.12,0.8,0.65,0.0188253346306533,0.65,1.3,2083.73757086384
"363","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.13,0.8,0.65,0.020162361237944,0.65,1.3,1944.23699784115
"364","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.14,0.8,0.65,0.0214637338023737,0.65,1.3,1825.14652915657
"365","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.15,0.8,0.65,0.0227294523239422,0.65,1.3,1722.40004420898
"366","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.16,0.8,0.65,0.0239595168026497,0.65,1.3,1632.94866144635
"367","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.17,0.8,0.65,0.025153927238496,0.65,1.3,1554.46159059369
"368","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.18,0.8,0.65,0.0263126836314813,0.65,1.3,1485.1267035819
"369","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.19,0.8,0.65,0.0274357859816055,0.65,1.3,1423.51408593604
"370","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.2,0.8,0.65,0.0285232342888687,0.65,1.3,1368.480525701
"371","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.21,0.8,0.65,0.0295750285532707,0.65,1.3,1319.1012943063
"372","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.22,0.8,0.65,0.0305911687748116,0.65,1.3,1274.62053583445
"373","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.23,0.8,0.65,0.0315716549534915,0.65,1.3,1234.41460154261
"374","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.24,0.8,0.65,0.0325164870893103,0.65,1.3,1197.9645542317
"375","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.25,0.8,0.65,0.033425665182268,0.65,1.3,1164.83527521743
"376","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.26,0.8,0.65,0.0342991892323646,0.65,1.3,1134.65939661188
"377","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.27,0.8,0.65,0.0351370592396001,0.65,1.3,1107.1248082635
"378","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.28,0.8,0.65,0.0359392752039745,0.65,1.3,1081.9648460717
"379","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.29,0.8,0.65,0.0367058371254879,0.65,1.3,1058.95051485537
"380","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.3,0.8,0.65,0.0374367450041401,0.65,1.3,1037.88427148663
"381","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.31,0.8,0.65,0.0381319988399313,0.65,1.3,1018.59501644616
"382","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.32,0.8,0.65,0.0387915986328614,0.65,1.3,1000.93402997304
"383","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.33,0.8,0.65,0.0394155443829304,0.65,1.3,984.771652998088
"384","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.34,0.8,0.65,0.0400038360901383,0.65,1.3,969.994560131096
"385","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.35,0.8,0.65,0.0405564737544851,0.65,1.3,956.503506953634
"386","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.36,0.8,0.65,0.0410734573759709,0.65,1.3,944.21146011636
"387","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.37,0.8,0.65,0.0415547869545955,0.65,1.3,933.042038613754
"388","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.38,0.8,0.65,0.0420004624903591,0.65,1.3,922.928209787395
"389","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.39,0.8,0.65,0.0424104839832616,0.65,1.3,913.811195300926
"390","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.4,0.8,0.65,0.042784851433303,0.65,1.3,905.639551405776
"391","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.41,0.8,0.65,0.0431235648404833,0.65,1.3,898.368394919981
"392","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.42,0.8,0.65,0.0434266242048025,0.65,1.3,891.958751944308
"393","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.43,0.8,0.65,0.0436940295262607,0.65,1.3,886.377010794116
"394","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.44,0.8,0.65,0.0439257808048577,0.65,1.3,881.59446419686
"395","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.45,0.8,0.65,0.0441218780405937,0.65,1.3,877.586928694309
"396","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.46,0.8,0.65,0.0442823212334686,0.65,1.3,874.334431550717
"397","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.47,0.8,0.65,0.0444071103834824,0.65,1.3,871.820957422298
"398","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.48,0.8,0.65,0.0444962454906351,0.65,1.3,870.034248681073
"399","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.49,0.8,0.65,0.0445497265549267,0.65,1.3,868.965654684898
"400","smri_vol_scs_ccps_ROC0_2",2.44244365748675,2.17715305473857,"Additive","Additive",0.5,0.8,0.65,0.0445675535763573,0.65,1.3,868.610026502199
"401","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.01,0.8,0.65,0.000499247347367402,0.65,1.3,79301.5780565429
"402","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.02,0.8,0.65,0.000988408889737482,0.65,1.3,40045.5872610023
"403","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.03,0.8,0.65,0.00146748462711024,0.65,1.3,26965.8188506335
"404","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.04,0.8,0.65,0.00193647455948568,0.65,1.3,20430.2364414487
"405","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.05,0.8,0.65,0.0023953786868638,0.65,1.3,16512.4371484705
"406","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.06,0.8,0.65,0.00284419700924459,0.65,1.3,13903.6238645087
"407","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.07,0.8,0.65,0.00328292952662806,0.65,1.3,12042.8870251604
"408","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.08,0.8,0.65,0.00371157623901422,0.65,1.3,10649.7750600335
"409","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.09,0.8,0.65,0.00413013714640305,0.65,1.3,9568.48455300834
"410","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.1,0.8,0.65,0.00453861224879456,0.65,1.3,8705.53631565526
"411","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.11,0.8,0.65,0.00493700154618875,0.65,1.3,8001.44633898756
"412","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.12,0.8,0.65,0.00532530503858562,0.65,1.3,7416.5612784143
"413","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.13,0.8,0.65,0.00570352272598516,0.65,1.3,6923.43141633779
"414","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.14,0.8,0.65,0.00607165460838739,0.65,1.3,6502.45236419426
"415","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.15,0.8,0.65,0.00642970068579229,0.65,1.3,6139.25009289799
"416","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.16,0.8,0.65,0.00677766095819988,0.65,1.3,5823.04658628055
"417","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.17,0.8,0.65,0.00711553542561014,0.65,1.3,5545.60233230193
"418","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.18,0.8,0.65,0.00744332408802308,0.65,1.3,5300.51132698773
"419","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.19,0.8,0.65,0.0077610269454387,0.65,1.3,5082.71871883416
"420","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.2,0.8,0.65,0.008068643997857,0.65,1.3,4888.18317030862
"421","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.21,0.8,0.65,0.00836617524527798,0.65,1.3,4713.63569832914
"422","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.22,0.8,0.65,0.00865362068770163,0.65,1.3,4556.40429677397
"423","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.23,0.8,0.65,0.00893098032512796,0.65,1.3,4414.28432139193
"424","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.24,0.8,0.65,0.00919825415755698,0.65,1.3,4285.44129077769
"425","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.25,0.8,0.65,0.00945544218498867,0.65,1.3,4168.33702801917
"426","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.26,0.8,0.65,0.00970254440742304,0.65,1.3,4061.67286016136
"427","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.27,0.8,0.65,0.00993956082486008,0.65,1.3,3964.34545434941
"428","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.28,0.8,0.65,0.0101664914372998,0.65,1.3,3875.41213281129
"429","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.29,0.8,0.65,0.0103833362447422,0.65,1.3,3794.06338015016
"430","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.3,0.8,0.65,0.0105900952471873,0.65,1.3,3719.60086626919
"431","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.31,0.8,0.65,0.0107867684446351,0.65,1.3,3651.419741168
"432","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.32,0.8,0.65,0.0109733558370855,0.65,1.3,3588.99426893806
"433","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.33,0.8,0.65,0.0111498574245386,0.65,1.3,3531.86609462332
"434","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.34,0.8,0.65,0.0113162732069944,0.65,1.3,3479.63460404038
"435","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.35,0.8,0.65,0.0114726031844529,0.65,1.3,3431.94896029248
"436","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.36,0.8,0.65,0.0116188473569141,0.65,1.3,3388.50149353168
"437","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.37,0.8,0.65,0.0117550057243779,0.65,1.3,3349.02219075576
"438","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.38,0.8,0.65,0.0118810782868444,0.65,1.3,3313.27408608175
"439","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.39,0.8,0.65,0.0119970650443136,0.65,1.3,3281.04939329454
"440","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.4,0.8,0.65,0.0121029659967855,0.65,1.3,3252.16625451842
"441","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.41,0.8,0.65,0.01219878114426,0.65,1.3,3226.46600399515
"442","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.42,0.8,0.65,0.0122845104867373,0.65,1.3,3203.81086575176
"443","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.43,0.8,0.65,0.0123601540242172,0.65,1.3,3184.08201967402
"444","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.44,0.8,0.65,0.0124257117566998,0.65,1.3,3167.17798314403
"445","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.45,0.8,0.65,0.012481183684185,0.65,1.3,3153.01326559688
"446","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.46,0.8,0.65,0.012526569806673,0.65,1.3,3141.51726172083
"447","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.47,0.8,0.65,0.0125618701241636,0.65,1.3,3132.63335591543
"448","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.48,0.8,0.65,0.0125870846366569,0.65,1.3,3126.31821642259
"449","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.49,0.8,0.65,0.0126022133441529,0.65,1.3,3122.54126248385
"450","smri_vol_scs_csf_ROC0_2",1.30138792204058,4.09343660401068,"Additive","Additive",0.5,0.8,0.65,0.0126072562466516,0.65,1.3,3121.28429218551
"451","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.01,0.8,0.65,0.0213729230431764,0.65,1.3,1832.98607861728
"452","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.02,0.8,0.65,0.0423140698632583,0.65,1.3,915.939120959707
"453","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.03,0.8,0.65,0.0628234404602458,0.65,1.3,610.339107687619
"454","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.04,0.8,0.65,0.0829010348341387,0.65,1.3,457.603872015983
"455","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.05,0.8,0.65,0.102546852984937,0.65,1.3,366.017112527839
"456","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.06,0.8,0.65,0.121760894912641,0.65,1.3,305.006845063632
"457","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.07,0.8,0.65,0.140543160617251,0.65,1.3,261.470896163353
"458","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.08,0.8,0.65,0.158893650098766,0.65,1.3,228.858276717296
"459","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.09,0.8,0.65,0.176812363357187,0.65,1.3,203.529640121057
"460","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.1,0.8,0.65,0.194299300392513,0.65,1.3,183.301465794444
"461","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.11,0.8,0.65,0.211354461204744,0.65,1.3,166.784324662918
"462","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.12,0.8,0.65,0.227977845793882,0.65,1.3,153.052012134945
"463","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.13,0.8,0.65,0.244169454159924,0.65,1.3,141.463389165582
"464","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.14,0.8,0.65,0.259929286302872,0.65,1.3,131.560577374135
"465","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.15,0.8,0.65,0.275257342222726,0.65,1.3,123.007876334792
"466","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.16,0.8,0.65,0.290153621919486,0.65,1.3,115.553587100379
"467","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.17,0.8,0.65,0.30461812539315,0.65,1.3,109.005309991761
"468","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.18,0.8,0.65,0.318650852643721,0.65,1.3,103.213476671791
"469","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.19,0.8,0.65,0.332251803671197,0.65,1.3,98.0600828314333
"470","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.2,0.8,0.65,0.345420978475578,0.65,1.3,93.450801285683
"471","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.21,0.8,0.65,0.358158377056865,0.65,1.3,89.3093486885153
"472","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.22,0.8,0.65,0.370463999415057,0.65,1.3,85.5733888195476
"473","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.23,0.8,0.65,0.382337845550156,0.65,1.3,82.1915048044337
"474","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.24,0.8,0.65,0.393779915462159,0.65,1.3,79.120928512122
"475","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.25,0.8,0.65,0.404790209151068,0.65,1.3,76.3258151363809
"476","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.26,0.8,0.65,0.415368726616883,0.65,1.3,73.7759161998463
"477","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.27,0.8,0.65,0.425515467859603,0.65,1.3,71.4455477065241
"478","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.28,0.8,0.65,0.435230432879228,0.65,1.3,69.3127796786498
"479","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.29,0.8,0.65,0.44451362167576,0.65,1.3,67.3587936660454
"480","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.3,0.8,0.65,0.453365034249196,0.65,1.3,65.5673690632728
"481","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.31,0.8,0.65,0.461784670599538,0.65,1.3,63.9244691814174
"482","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.32,0.8,0.65,0.469772530726786,0.65,1.3,62.4179052897174
"483","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.33,0.8,0.65,0.477328614630939,0.65,1.3,61.0370621291266
"484","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.34,0.8,0.65,0.484452922311998,0.65,1.3,59.7726722881478
"485","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.35,0.8,0.65,0.491145453769963,0.65,1.3,58.616629720625
"486","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.36,0.8,0.65,0.497406209004832,0.65,1.3,57.5618348531805
"487","smri_vol_scs_wholeb_ROC0_2",0.195038407227152,0.625624850103343,"Additive","Additive",0.37,0.8,0.65,0.503235188016608,0.65,1.3,56.602065371733
